Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,-1.47
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,-1.01
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,-0.78
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,-2.89
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,-1.79
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,-1.07
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,-1.59
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,1.84
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,2.96
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,4.17
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,3.85
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,2.82
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,3.36
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,2.71
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,2.03
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,1.95
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,1.71
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,1.15
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,0.29
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,-11.42
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,-23.54
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,6.68
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,11.27
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,5.40
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,14.50
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,1.32
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,1.89
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,2.39
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,2.68
2025,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.NY_GDP_PCAP,1.66
